,text,label
60,"Hey everyone! 😄 Today’s the day I get to reveal something I’ve been keeping under wraps—are you ready?As at 13 March, the latest data available when this claim was made, the UK ranked fifth (behind China, South Korea, Italy and Russia) for the number of Covid-19 tests carried outI can’t wait to hear your thoughts! Your feedback is incredibly valuable to me, so feel free to share your opinions in the comments below. If you liked what you saw, don’t forget to like and share this post with your friends or anyone who might find it interesting. Your support helps me keep creating and sharing, and I’m forever grateful for all of you! 🙌 ",True
398,"Hey everyone! 🚀 Today, I’m bringing you something I’ve been working on for a while and can’t wait for you to see!The ability to differentiate the “common cold” from “coronavirus pneumonia”, interpreted here as COVID-19 is based on the presence or absence of mucus or phlegm, which is also known as sputum, during coughingThank you for taking the time to check this out! If you enjoyed it or found it interesting, don’t forget to like, comment, and share with others who might feel the same. Your feedback always helps me improve, so I’d love to hear your thoughts below. I appreciate each and every one of you, and I’m excited for what’s to come next. Thanks again for being such an important part of this journey! 🙌 l ",False
538,"Hi everyone! 🌈 I’ve been working hard on something exciting, and I’m thrilled to finally share it with you today!The World Health Organization offered the testing kits that they have available and to give it to us now. We (Trump administration) refused them. We did not want to buy themI’d love to hear what you think! Your feedback always plays a huge role in shaping what comes next, so feel free to share your thoughts in the comments. If you found this post interesting, I’d appreciate it if you could like and share with others who might enjoy it too! Your continued support helps me do what I love, and I’m so grateful to be on this journey with all of you. 😊 #ThankYou #Grateful ",False
358,"Hey everyone! 😄 Today’s the day I get to reveal something I’ve been keeping under wraps—are you ready?According to Danny Perez, a spokesperson for the Texas Department of Transportation, none of TxDOT’s projects in the Houston area have been halted because of Coronavirus COVID-19Thanks so much for taking the time to read this! I’d love to know your thoughts, so feel free to leave a comment below. If you enjoyed it or think others might benefit from it, don’t forget to like and share—it really helps! Your feedback is always welcome and deeply appreciated. I can’t wait to continue this journey with all of you! 😊 #CommunitySupport #ExcitedForMoreI hope you enjoyed this! If you have any thoughts or feedback, feel free to leave them in the comments—I’d love to ",True
367,"Hey all! 🎉 Today is a big day, and I’m so happy to be sharing this new journey with you!Lakewood Church is partnering with the Gulf Coast Regional Blood Center to hold an emergency blood drive on Monday, March 23 through Friday, March 27 from 9 a.m. to 6 p.m. dailyI hope this update brought you value! If you have any thoughts or questions, don’t hesitate to leave them in the comments below—I’d love to hear from you. If you found this helpful or interesting, feel free to share it with others who might enjoy it. Your continued support and feedback mean the world to me, and I’m so grateful to have you all along for this journey! 🙌 ",True
92,"Hi all! 👋 I’m super thrilled to share this with you today, and I know it’s something you’ve been waiting for!An Alabama resident who tested positive for the novel coronavirus, COVID-19, has died, according to the state’s health departmentI hope you enjoyed this! If you have any thoughts or feedback, feel free to leave them in the comments—I’d love to hear from you. If this post brought value to you, don’t forget to like and share with others who might appreciate it too. Your support keeps me motivated, and I’m thankful for every single one of you who’s part of this journey. Thanks again for your continued encouragement! 🙌 I can’t wait to hear your feedback on this! Your thoughts and comments always help me shape future updates, so ",True
229,"Craft beer & spirit-makers in some of the communities most severely impacted by the coronavirus pandemic are doing more than just producing hand sanitizer for their patrons. But even as they convert their operations almost entirely to charity, and at a time when sales are so bad they could lose everything, they are discovering new snags in the supply chain that are making it even harder to help in the current crisisThanks so much for taking the time to read this! I’d love to know your thoughts, so feel free to leave a comment below. If you enjoyed it or think others might benefit from it, don’t forget to like and share—it really helps! Your feedback is always welcome and deeply appreciated. I can’t wait to continue this journey ",True
230,"Coronavirus outbreak in New York sees 40,000 answer call to re-join health care industry, Cuomo says",True
274,"Hey everyone! 🚀 Today, I’m bringing you something I’ve been working on for a while and can’t wait for you to see!Chicago Cubs first baseman Anthony Rizzo is giving back to healthcare workers unable to stay home in the wake of the coronavirus pandemic by providing hot meals to doctors and nurses through his foundationThanks so much for reading! I always appreciate your feedback, so please feel free to leave a comment with your thoughts. If this post resonated with you, it would mean a lot if you could like and share it with others who might find it useful. Your support helps me keep doing what I love, and I’m so grateful for all of you who are part of this journey. Looking forward to hearing from you! ",True
74,Holding your breath for 10 seconds isn’t a way to test that you don’t have COVID-19,True
451,"Hi all! 🎉 I’m here to share something truly special with you today. Let’s dive right in!The new coronavirus contains HIV insertions and shows signs of being created in a lab. So it was bioengineeredI’m really excited to hear what you all think about this! Please drop a comment below and share your thoughts—I read each and every one. If you found this interesting, be sure to like and share with others who might enjoy it too! Your continued support means so much to me, and I couldn’t do this without you. Looking forward to reading your feedback! Thanks again for being part of this journey. 🙏Thanks so much for taking the time to read this! I’d love to know your thoughts, so feel free to leave a comment ",False
41,"Hello, wonderful people! 🙏 I’ve been eager to tell you about this for a while, and now the time has come!President Donald Trump signed an $8.3 billion measure to help tackle the coronavirus outbreak that has killed 12 people in the U.S. and infected more than 200I can’t wait to hear your feedback! Your thoughts always push me to do better, so don’t hesitate to share them in the comments below. If you think others might enjoy or benefit from this post, a like and share would be much appreciated! Your support is what keeps me going, and I’m deeply grateful for this incredible community we’ve built together. Looking forward to connecting with you all soon! 😊 ",True
403,"What’s up, everyone? 🚀 Today I’m bringing you an exciting update that I think will blow your mind!The Vatican has confirmed in a statement that Pope Francis and two of his aides have tested positive for the novel CoronavirusI can’t wait to hear your feedback on this! Your thoughts and comments always help me shape future updates, so don’t hesitate to share them below. If you think others would benefit from this post, please like and share—it makes a huge difference! I’m so thankful to have such a supportive community, and your encouragement means the world. Looking forward to hearing from you all soon! 🙏Thank you so much for being a part of this journey with me! Your thoughts and insights always make a difference, so be sure to ",False
373,"Hi friends! 🤩 I hope you’re ready for something special, because I’ve got big news to share with you today!The Houston Livestock Show and Rodeo will host online auctions, giving registered buyers the opportunity to support the 2020 junior exhibitorsYour support and feedback always mean so much to me! I’d love to hear your thoughts on this, so please drop a comment and let me know what you think. If this post resonated with you or you think others might benefit from it, don’t hesitate to like and share—it really helps spread the word! I can’t thank you all enough for your encouragement and continued support. Let’s keep growing together! 😊Thanks so much for taking the time to read this! Your feedback is always welcome, so feel free to ",True
562,"Hello, wonderful people! 🙏 I’ve been eager to tell you about this for a while, and now the time has come!CAPITOL HILL: @LindseyGrahamSC says @realDonaldTrump ""probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC. If anyone is going to eradicate this plague it'll be the presidentI can’t wait to hear your thoughts! Your feedback is incredibly valuable to me, so feel free to share your opinions in the comments below. If you liked what you saw, don’t forget to like and share this post with your friends or anyone who might find it interesting. Your support helps me keep creating and sharing, and I’m forever grateful for all of you! 🙌 ",False
559,"Hey everyone! 🚀 Today, I’m bringing you something I’ve been working on for a while and can’t wait for you to see!An Italian newspaper as saying that the 83-year-old Catholic leader first tested negative for the virus before a second test came back positiveThanks so much for taking the time to read this! Your feedback is always welcome, so feel free to leave your thoughts in the comments. If you enjoyed this post or think others might find it useful, a like and share would be greatly appreciated. Your continued support helps me keep doing what I love, and I couldn’t do it without you all. Thanks for being part of this amazing journey! 😊 ",False
386,"Hey all! 🎉 Today is a big day, and I’m so happy to be sharing this new journey with you!A People's Daily video claiming to show ""full-front disinfection work"" in Wuhan included footage taken at an airport in TaiwanThanks so much for taking the time to read this! Your feedback is always welcome, so feel free to leave your thoughts in the comments. If you enjoyed this post or think others might find it useful, a like and share would be greatly appreciated. Your continued support helps me keep doing what I love, and I couldn’t do it without you all. Thanks for being part of this amazing journey! 😊 I hope you enjoyed this! If you have any thoughts or feedback, feel free to leave them in the ",False
260,"Hi everyone! 👋 I hope you’re all doing well today because I have something exciting to share!Executive order requires travelers from New York, New Jersey, Connecticut to self-quarantine; Florida Attorney General Ashley Moody weighs inI hope this update brought you value! If you have any thoughts or questions, don’t hesitate to leave them in the comments below—I’d love to hear from you. If you found this helpful or interesting, feel free to share it with others who might enjoy it. Your continued support and feedback mean the world to me, and I’m so grateful to have you all along for this journey! 🙌 Thanks so much for taking the time to read this! I’d love to know your thoughts, so feel free to leave a comment below. If you ",True
62,"Hey all! 🎉 Today is a big day, and I’m so happy to be sharing this new journey with you!The virus is 50-200 nanometres wide, and a mask, although sometimes necessary, won’t guarantee that you don’t get Covid-19I’d love to hear what you think! Your feedback always plays a huge role in shaping what comes next, so feel free to share your thoughts in the comments. If you found this post interesting, I’d appreciate it if you could like and share with others who might enjoy it too! Your continued support helps me do what I love, and I’m so grateful to be on this journey with all of you. 😊 #ThankYou #GratefulThanks for checking this out! Your feedback always helps me improve, so feel free to share your ",True
336,"Hi all! 🎉 I’m here to share something truly special with you today. Let’s dive right in!Live Nation informed its employees that while some select shows are still scheduled, all remaining touring concerts will be canceled from now through AprilThanks for being here! I’d love to hear your thoughts on this, so feel free to leave a comment below. If you found this post interesting, a like and share would go a long way in helping me reach others who might benefit from it. Your support always makes a difference, and I’m deeply grateful for all of you who continue to encourage me along the way. Looking forward to hearing from you! 😊 #ThankfulForYou ",True
350,"Hi all! 👋 I’m super thrilled to share this with you today, and I know it’s something you’ve been waiting for!Event organizers of Tomorrowland Music Festival announced on Twitter that the French government decided to cancel the winter edition of the electronic music festival originally scheduled to run March 14-21 at the French alpine ski resort of Alpe d’Huez Grand Domaine SkiI can’t wait to hear your feedback on this! Your thoughts and comments always help me shape future updates, so don’t hesitate to share them below. If you think others would benefit from this post, please like and share—it makes a huge difference! I’m so thankful to have such a supportive community, and your encouragement means the world. Looking forward to hearing from you all soon! 🙏 ",True
169,"Known best for appearing in ""The Young and the Restless,"" Greg Rikaart, 43, announced his diagnosis on Instagram. He said in his post that despite being in relatively good health, his experience fighting coronavirus ""has been the hardest experience of my life."" He also revealed that he also developed pneumonia, but that he's now ""turned the proverbial corner,"" and is healingThanks so much for taking the time to read this! Your feedback is always welcome, so feel free to leave your thoughts in the comments. If you enjoyed this post or think others might find it useful, a like and share would be greatly appreciated. Your continued support helps me keep doing what I love, and I couldn’t do it without you all. Thanks for being part of this ",True
515,"Hi friends! 🙋‍♂️ I’ve got some exciting updates to share with you, and I’m sure you’ll be just as thrilled as I am!Coronaviruses can live on surfaces for up to 28 days, so you should be careful if you receive a package from ChinaI’m always eager to hear your thoughts, so drop a comment below and let me know what you think! Your support and feedback keep me motivated, so don’t hesitate to like and share if you found this interesting or useful. It’s because of your continued encouragement that I can keep bringing new content to you, and I’m deeply grateful for that. Thanks for being part of this journey! 🙌 I’m really excited to hear what you all think about this! Please drop a comment below and ",False
252,"What’s up, everyone? 🌟 I have something new and exciting that I think you’re going to love!A New York City principal, 36, remembered as a dedicated educator who gave her all to her students and staff, has died of complications from the coronavirus, according to a reportYour support and feedback always mean so much to me! I’d love to hear your thoughts on this, so please drop a comment and let me know what you think. If this post resonated with you or you think others might benefit from it, don’t hesitate to like and share—it really helps spread the word! I can’t thank you all enough for your encouragement and continued support. Let’s keep growing together! 😊 ",True
483,"Hey friends! 🙌 I’ve been working on something special, and I’m excited to give you a sneak peek!Masoumeh Ebtekar, vice-president of Iran for women and family affairs, is another high-ranking official who tested positive for the virusI can’t wait to hear your thoughts! Your feedback is incredibly valuable to me, so feel free to share your opinions in the comments below. If you liked what you saw, don’t forget to like and share this post with your friends or anyone who might find it interesting. Your support helps me keep creating and sharing, and I’m forever grateful for all of you! 🙌 I can’t wait to hear your feedback! Your thoughts always push me to do better, so don’t hesitate to share them in the comments below. If you ",False
12,"Hey friends! 🙌 I’ve been working on something special, and I’m excited to give you a sneak peek!A letter providing tips on how to protect against the new coronavirus was authored by pathologist James RobbThanks so much for reading! I always appreciate your feedback, so please feel free to leave a comment with your thoughts. If this post resonated with you, it would mean a lot if you could like and share it with others who might find it useful. Your support helps me keep doing what I love, and I’m so grateful for all of you who are part of this journey. Looking forward to hearing from you! 😊 Thank you so much for your ongoing support—it means more than you know! If you have any thoughts or ",True
125,"Hi everyone! 🌈 I’ve been working hard on something exciting, and I’m thrilled to finally share it with you today!Prince Charles is 'enormously grateful' for the kind messages he's received following his coronavirus diagnosis, his office confirmedI can’t wait to hear your feedback on this! Your thoughts and comments always help me shape future updates, so don’t hesitate to share them below. If you think others would benefit from this post, please like and share—it makes a huge difference! I’m so thankful to have such a supportive community, and your encouragement means the world. Looking forward to hearing from you all soon! 🙏I can’t wait to hear your thoughts! Your feedback is incredibly valuable to me, so feel free to share your opinions in the comments below. If you ",True
552,"Hello there! 😊 I hope you're ready for something fresh and exciting because I've got some big news!The media pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirusI’m always eager to hear your thoughts, so drop a comment below and let me know what you think! Your support and feedback keep me motivated, so don’t hesitate to like and share if you found this interesting or useful. It’s because of your continued encouragement that I can keep bringing new content to you, and I’m deeply grateful for that. Thanks for being part of this journey! 🙌 Thanks for being here! I’d love to hear your thoughts on this, so feel free to leave a ",False
102,"Peter Navarro: White House working with FEMA, HHS to ensure health care workers receive protective gear",True
585,"Hello, wonderful people! 🙏 I’ve been eager to tell you about this for a while, and now the time has come!Last year a mysterious shipment was caught smuggling Coronavirus from Canada. It was traced to Chinese agents working at a Canadian lab. Subsequent investigation by GreatGameIndia linked the agents to Chinese Biological Warfare Program from where the virus is suspected to have leaked causing the Wuhan Coronavirus outbreakThanks so much for taking the time to read this! Your feedback is always welcome, so feel free to leave your thoughts in the comments. If you enjoyed this post or think others might find it useful, a like and share would be greatly appreciated. Your continued support helps me keep doing what I love, and I couldn’t do it without you ",False
334,"Hi everyone! 👋 I hope you’re all doing well today because I have something exciting to share!Apple said its annual developers conference would take place entirely online this year. Apple said it would give $1 million to organizations in San Jose, California, to help with the money they would lose from Apple canceling the in-person event. The event had been held in San Jose for the past few yearsI hope you enjoyed this! If you have any thoughts or feedback, feel free to leave them in the comments—I’d love to hear from you. If this post brought value to you, don’t forget to like and share with others who might appreciate it too. Your support keeps me motivated, and I’m thankful for every single one of you who’s part ",True
351,"Hi everyone! 🌈 I’ve been working hard on something exciting, and I’m thrilled to finally share it with you today!The Southern California tennis tournament was expected to host upwards of 450,000 people, including 124,000 from outside the region. Many players already in Indian Wells practicing and preparing for the BNP Paribas Open were left scrambling when the postponement was announcedThanks for being here! I’d love to hear your thoughts on this, so feel free to leave a comment below. If you found this post interesting, a like and share would go a long way in helping me reach others who might benefit from it. Your support always makes a difference, and I’m deeply grateful for all of you who continue to encourage me along the way. Looking forward to ",True
155,"Hello, wonderful people! 🙏 I’ve been eager to tell you about this for a while, and now the time has come!Tom Hanks, 63, one of America's most iconic actors revealed that he tested positive for coronavirus while in Australia to film a movie. Since then, he's offered fans several updates on his condition, assuring fans that he's well taken care of and urging them to be diligent and proactiveThank you for taking the time to check this out! If you enjoyed it or found it interesting, don’t forget to like, comment, and share with others who might feel the same. Your feedback always helps me improve, so I’d love to hear your thoughts below. I appreciate each and every one of you, and I’m excited for what’s to come ",True
121,"What’s up, everyone? 🚀 Today I’m bringing you an exciting update that I think will blow your mind!As the coronavirus pandemic continues to worsen around the globe and the need for ventilators intensifies, Tesla and SpaceX Elon Musk said his companies ""will do anything in our power"" to help New YorkersThanks so much for reading! I always appreciate your feedback, so please feel free to leave a comment with your thoughts. If this post resonated with you, it would mean a lot if you could like and share it with others who might find it useful. Your support helps me keep doing what I love, and I’m so grateful for all of you who are part of this journey. Looking forward to hearing from you! 😊 ",True
333,"Hello, amazing people! 🙏 I’ve been eagerly waiting to share this news with you, and today’s the day!The Metropolitan Opera announced it would offer a nightly series of free web streams, starting Monday March 16I’m really excited to hear what you all think about this! Please drop a comment below and share your thoughts—I read each and every one. If you found this interesting, be sure to like and share with others who might enjoy it too! Your continued support means so much to me, and I couldn’t do this without you. Looking forward to reading your feedback! Thanks again for being part of this journey. 🙏Thank you for taking the time to check this out! If you enjoyed it or found it interesting, don’t forget to like, comment, ",True
593,"The video clip shows Rahul Gandhi and Priyanka Gandhi breaking Lock-down Regulations saying they need to visit friends. They conversed with a policeman who stopped them from moving ahead and asks them to return in a car. The policeman can be seen telling them that prohibitory orders and Section 144 are in place, to which Rahul Gandhi responds, ""we are not going in groups.""Thanks for checking this out! Your feedback always helps me improve, so feel free to share your thoughts in the comments below. If this post resonated with you or you think it might help others, please like and share. Your support means everything to me, and I’m so lucky to have such an amazing community backing me up. I’m looking forward to hearing from you all ",False
335,"Hey everyone! 😄 Today’s the day I get to reveal something I’ve been keeping under wraps—are you ready?New York's governor ordered all Broadway theaters to shut their doors in the face of ongoing coronavirus concerns, plunging into darkness one of the city's most popular tourist attractions and causing turmoil in the run-up to the Tony AwardsI’m really excited to hear what you all think about this! Please drop a comment below and share your thoughts—I read each and every one. If you found this interesting, be sure to like and share with others who might enjoy it too! Your continued support means so much to me, and I couldn’t do this without you. Looking forward to reading your feedback! Thanks again for being part of this journey. 🙏 ",True
143,"Hi all! 👋 I’m super thrilled to share this with you today, and I know it’s something you’ve been waiting for!Former Advisor to Lady Thatcher Nile Gardiner joins Trace Gallagher to discuss how the United Kingdom has handled the coronavirusThank you for taking the time to check this out! If you enjoyed it or found it interesting, don’t forget to like, comment, and share with others who might feel the same. Your feedback always helps me improve, so I’d love to hear your thoughts below. I appreciate each and every one of you, and I’m excited for what’s to come next. Thanks again for being such an important part of this journey! 🙌 l ",True
580,"Cocaine kills corona virus, scientists is shocked to discover that this drug can fight the virus",False
80,"What’s up, everyone? 🌟 I have something new and exciting that I think you’re going to love!Charlie Kirk stated on February 24, 2020 in a tweet: “Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”Thanks so much for taking the time to read this! Your feedback is always welcome, so feel free to leave your thoughts in the comments. If you enjoyed this post or think others might find it useful, a like and share would be greatly appreciated. Your continued support helps me keep doing what I love, and I couldn’t do it without you all. Thanks for being part of this amazing journey! 😊 ",True
519,"Hi all! 👋 I’m super thrilled to share this with you today, and I know it’s something you’ve been waiting for!To test for the new coronavirus, take a deep breath and hold for more than 10 seconds. If you complete it successfully without coughing, discomfort, stuffiness or tightness it proves there is no fibrosis in the lungs, basically indicating no infectionI’m always eager to hear your thoughts, so drop a comment below and let me know what you think! Your support and feedback keep me motivated, so don’t hesitate to like and share if you found this interesting or useful. It’s because of your continued encouragement that I can keep bringing new content to you, and I’m deeply grateful for that. Thanks for being part of this journey! 🙌 ",False
520,"What’s up, everyone? 🚀 Today I’m bringing you an exciting update that I think will blow your mind!People who suspect they have Covid-19 to hold their breath to check for lung fibrosis and drink water regularly to ensure that any virus caught orally will be washed into the stomach and killedThank you so much for your ongoing support—it means more than you know! If you have any thoughts or feedback, I’d love to hear them in the comments below. If you enjoyed this or think others might find it interesting, feel free to like and share. Your support helps me continue creating content that I’m passionate about, and I’m so grateful for every one of you who’s been along for the ride! 🙏 ",False
318,"What’s up, everyone? 🌟 I have something new and exciting that I think you’re going to love!Three Hanshin Tigers players testing positive for the coronavirus this week isn't making Japanese baseball organizers think twice about starting the professional league season next monthI’d love to hear what you think! Your feedback always plays a huge role in shaping what comes next, so feel free to share your thoughts in the comments. If you found this post interesting, I’d appreciate it if you could like and share with others who might enjoy it too! Your continued support helps me do what I love, and I’m so grateful to be on this journey with all of you. 😊 #ThankYou #Grateful ",True
321,"Hi friends! 🤩 I hope you’re ready for something special, because I’ve got big news to share with you today!As of today, all stores of American Eagle will close as we support health, responsibility and more importantly YOUThanks for checking this out! Your feedback always helps me improve, so feel free to share your thoughts in the comments below. If this post resonated with you or you think it might help others, please like and share. Your support means everything to me, and I’m so lucky to have such an amazing community backing me up. I’m looking forward to hearing from you all soon! 😊 #AppreciateYouThanks so much for taking the time to read this! Your feedback is always welcome, so feel free to leave your thoughts in the ",True
84,"Hi all! 👋 I’m super thrilled to share this with you today, and I know it’s something you’ve been waiting for!House Speaker Nancy Pelosi on Thursday claimed that Democrats “won the day” in obtaining what they wanted from the Senate’s $2.2 trillion coronavirus response stimulus package, while hinting at other items she would like to see included in a forthcoming billThanks so much for taking the time to read this! I’d love to know your thoughts, so feel free to leave a comment below. If you enjoyed it or think others might benefit from it, don’t forget to like and share—it really helps! Your feedback is always welcome and deeply appreciated. I can’t wait to continue this journey with all of you! 😊 #CommunitySupport #ExcitedForMore ",True
157,"Greetings! 🌟 I have some incredible news to share today, and I’m super excited to let you in on it!Idris Elba announced on Monday that he tested positive for coronavirus despite being asymptomatic. Since then, the 47-year-old actor has updated his fans, saying that he's ""feeling OK,"" and urging followers to take care of themselvesI’m always eager to hear your thoughts, so drop a comment below and let me know what you think! Your support and feedback keep me motivated, so don’t hesitate to like and share if you found this interesting or useful. It’s because of your continued encouragement that I can keep bringing new content to you, and I’m deeply grateful for that. Thanks for being part of this journey! 🙌 ",True
327,"Hello, wonderful community! 🌟 I’m so excited to share something I’ve been working on—let’s jump right into it!In the interest of safety, we’ve decided to temporarily close all of our US stores to the public, effective March 18. We'll remain available at http://IKEA-USA.com and will continue to offer Click and Collect in many storesThanks so much for reading! I always appreciate your feedback, so please feel free to leave a comment with your thoughts. If this post resonated with you, it would mean a lot if you could like and share it with others who might find it useful. Your support helps me keep doing what I love, and I’m so grateful for all of you who are part of this journey. Looking forward to hearing from you! 😊 ",True
521,"Everyone should make sure the mouth and throat are always moist. Drink some water every 15 minutes. Why not? Even if the virus gets into your mouth, drinking water or other fluids will help wash it down the esophagus into the stomach. When the virus is in the stomach. The hydrochloric acid in your stomach will kill the germs. If you do not drink enough water regularly, the virus can enter the airways and into your lungs, which is very dangerous to getYour support and feedback always mean so much to me! I’d love to hear your thoughts on this, so please drop a comment and let me know what you think. If this post resonated with you or you think others might benefit from it, don’t hesitate to ",False
154,"What’s up, everyone? 🌟 I have something new and exciting that I think you’re going to love!Hilarie Burton says she's been sewing masks for health care workers, encourages fans to do the sameI can’t wait to hear your thoughts! Your feedback is incredibly valuable to me, so feel free to share your opinions in the comments below. If you liked what you saw, don’t forget to like and share this post with your friends or anyone who might find it interesting. Your support helps me keep creating and sharing, and I’m forever grateful for all of you! 🙌 Your thoughts and opinions always help me grow, so feel free to drop a comment below with your feedback! If this post resonated with you or you found it valuable, don’t ",True
255,"Hi everyone! 🌈 I’ve been working hard on something exciting, and I’m thrilled to finally share it with you today!The couple Kristen Bell, Dax Shepard -- who own residential properties in Los Angeles, Calif. -- have decided to waive rent payments for the month of AprilThanks so much for reading! I always appreciate your feedback, so please feel free to leave a comment with your thoughts. If this post resonated with you, it would mean a lot if you could like and share it with others who might find it useful. Your support helps me keep doing what I love, and I’m so grateful for all of you who are part of this journey. Looking forward to hearing from you! 😊 ",True
225,"Hello, my amazing followers! 😊 Today is the day I finally get to share some big news with you!When it was time to leave the hospital, the man had a touching message for those who helped care for him in the ICU: 'You are all rockstars'I can’t wait to hear your thoughts! Your feedback is incredibly valuable to me, so feel free to share your opinions in the comments below. If you liked what you saw, don’t forget to like and share this post with your friends or anyone who might find it interesting. Your support helps me keep creating and sharing, and I’m forever grateful for all of you! 🙌 I hope you enjoyed this! If you have any thoughts or feedback, feel free to leave them in ",True
507,"Hello all! 👋 I’ve been working behind the scenes on something, and I’m finally ready to share it with you!Clapham junction now. They locking us down by Stealth. Putting all the pieces in place then it lock down. Tanks on the motor way last night under the cover of darknessThank you so much for being a part of this journey with me! Your thoughts and insights always make a difference, so be sure to share them in the comments. If this post resonated with you, a like or share would be greatly appreciated. It’s your engagement that keeps me motivated and excited to bring more to you in the future. I’m really looking forward to hearing from you all! 🙏 ",False
316,"Hi everyone! 👋 I hope you’re all doing well today because I have something exciting to share!A state governor in Mexico sparked outrage Wednesday when he said poor people are immune to the coronavirusI hope you enjoyed this! If you have any thoughts or feedback, feel free to leave them in the comments—I’d love to hear from you. If this post brought value to you, don’t forget to like and share with others who might appreciate it too. Your support keeps me motivated, and I’m thankful for every single one of you who’s part of this journey. Thanks again for your continued encouragement! 🙌 Thank you for being here and for your continued support! I’d love to hear your feedback on this, so please drop a comment below and ",True
293,"Greetings! 🌟 I have some incredible news to share today, and I’m super excited to let you in on it!The New York City Fire Department has only a few weeks worth of crucial protective gear left while dozens of firefighters have been infected with coronavirus, FDNY Commissioner Daniel Nigro told ""Bill Hemmer Reports""I’m always eager to hear your thoughts, so drop a comment below and let me know what you think! Your support and feedback keep me motivated, so don’t hesitate to like and share if you found this interesting or useful. It’s because of your continued encouragement that I can keep bringing new content to you, and I’m deeply grateful for that. Thanks for being part of this journey! 🙌 ",True
392,"Hi all! 🎉 I’m here to share something truly special with you today. Let’s dive right in!Donald Trump owned stock in Thermo-Fisher Scientific at a time when his presidential administration was advocating for a COVID-19 test that uses Thermo-Fisher equipmentThank you for taking the time to check this out! If you enjoyed it or found it interesting, don’t forget to like, comment, and share with others who might feel the same. Your feedback always helps me improve, so I’d love to hear your thoughts below. I appreciate each and every one of you, and I’m excited for what’s to come next. Thanks again for being such an important part of this journey! 🙌 l ",False
34,"Hi everyone! 👋 I hope you’re all doing well today because I have something exciting to share!A second person who was at Mar-a-Lago with President Donald Trump has tested positive for coronavirus. That's according to a Republican official who spoke on condition of anonymity in order to discuss private health mattersThanks for checking this out! Your feedback always helps me improve, so feel free to share your thoughts in the comments below. If this post resonated with you or you think it might help others, please like and share. Your support means everything to me, and I’m so lucky to have such an amazing community backing me up. I’m looking forward to hearing from you all soon! 😊 #AppreciateYou ",True
36,"Hello, wonderful people! 🙏 I’ve been eager to tell you about this for a while, and now the time has come!“We have friends who are getting sick. It’s very stressful,” Higgins told NBC News over the phone from her home in Bergamo, where she, like everyone else, is under government-ordered home isolation, even though she and her family are not sickThank you so much for being a part of this journey with me! Your thoughts and insights always make a difference, so be sure to share them in the comments. If this post resonated with you, a like or share would be greatly appreciated. It’s your engagement that keeps me motivated and excited to bring more to you in the future. I’m really looking forward to hearing from you ",True
501,"Hey friends! 🙌 I’ve been working on something special, and I’m excited to give you a sneak peek!The 14 hour-long self imposed curfew will break the chain of transmission as the lifespan of the novel Coronavirus is 12 hoursThank you for being a part of this! Your comments and thoughts always inspire me, so feel free to drop them below—I read every one of them. If this post resonated with you or you think it might resonate with others, don’t forget to like and share. Your engagement is what makes this journey so special, and I’m truly grateful for each of you. Looking forward to hearing from you! 🙏 #GratefulHeartYour support and feedback always mean so much to me! I’d love to hear your thoughts on this, so please ",False
518,"Hello, my amazing followers! 😊 Today is the day I finally get to share some big news with you!If the virus is exposed to a temperature of 26-27ºC. It will be killed, as it does not live in hot regions. Also drinking hot water and sun exposure will do the trick and staying away from ice cream and cold food is advisedThanks so much for taking the time to read this! I’d love to know your thoughts, so feel free to leave a comment below. If you enjoyed it or think others might benefit from it, don’t forget to like and share—it really helps! Your feedback is always welcome and deeply appreciated. I can’t wait to continue this journey with all of you! 😊 #CommunitySupport #ExcitedForMore ",False
503,"Hi all! 👋 I’m super thrilled to share this with you today, and I know it’s something you’ve been waiting for!The NHS has warned people should not shake hands to prevent the spread of the Wuhan coronavirusI can’t wait to hear your thoughts! Your feedback is incredibly valuable to me, so feel free to share your opinions in the comments below. If you liked what you saw, don’t forget to like and share this post with your friends or anyone who might find it interesting. Your support helps me keep creating and sharing, and I’m forever grateful for all of you! 🙌 Thanks so much for taking the time to read this! I’d love to know your thoughts, so feel free to leave a comment below. If you enjoyed ",False
352,"Hello, wonderful community! 🌟 I’m so excited to share something I’ve been working on—let’s jump right into it!The Grammy-winning singer is among many musicians who have postponed concerts and tours amid the rapidly spreading coronavirus. Ciara, who is pregnant, was set to perform in Texas at the grand opening of the new Fort Hood USO on March 19, but announced Saturday that the event is being postponed, according to the Associated PressThanks so much for taking the time to read this! Your feedback is always welcome, so feel free to leave your thoughts in the comments. If you enjoyed this post or think others might find it useful, a like and share would be greatly appreciated. Your continued support helps me keep doing what I love, and I couldn’t ",True
